4.214906304465301901e+00,-3.263457029139542054e-01,-5.851564933347034314e-01,-3.246143850848626222e-01,-2.146931052521135475e-01,-2.484049701422864076e-01,-1.282021855238432151e-01,-3.244307606387299980e-01,-3.837665460045816546e-01,-7.152045814378504840e-01,-8.826999849942576137e-01,-7.442469107897724534e-01,-6.215321749469460144e-01,-3.018510386299363413e-01,-2.320786485012773237e-01,-3.548731047588037368e-01,3.040158002440123131e-01
-3.263457029139542609e-01,8.080745248236089751e-01,6.136877566084580904e-03,-4.790146439278497592e-03,-3.810958092381896978e-03,8.689779211220327593e-04,2.917667728854692402e-03,3.324663248155612649e-03,1.136530173926980636e-03,7.810649989102511070e-04,1.210164273582984076e-03,-7.175431329436272876e-03,1.410991058013330579e-03,-1.040337175264485770e-03,-3.320647004505829225e-04,1.528829868966237460e-02,-4.942500499728885721e-04
-5.851564933347034314e-01,6.136877566084636415e-03,8.296910802146494346e-01,-1.665799110069379751e-03,-5.362731306912060791e-03,1.160895394906949485e-03,-9.025339336870205620e-04,-3.520356787295036982e-04,3.543710168977809438e-04,7.858188423765372077e-04,-2.307472948489795034e-03,1.737556336017784253e-03,-2.640784773777687944e-03,7.143707341897564955e-04,-1.556085274162337384e-03,-3.398426677244353877e-03,-2.031311680382888105e-03
-3.246143850848626222e-01,-4.790146439278553103e-03,-1.665799110069338118e-03,8.008510250500363581e-01,-8.705263444797328720e-04,-4.891434155598423095e-03,3.351006969841016647e-03,3.568668069803326848e-03,-3.780164663433858985e-03,-1.758642361833068213e-03,-5.616363012936014323e-03,-4.649292548572235562e-03,-2.396711465240228267e-02,-5.153081147816707119e-03,-6.451463396193408972e-03,-1.276286845669478975e-02,-5.750423440937100367e-03
-2.146931052521135475e-01,-3.810958092381876161e-03,-5.362731306912005280e-03,-8.705263444796634831e-04,8.147325721980454016e-01,-3.609869564810463949e-03,-3.166865222192227769e-03,-3.307637050769696163e-03,-4.106514598396594773e-03,-6.740911378479975263e-03,-4.344599049318782769e-03,-1.835153753735535576e-02,-3.702991227294970267e-03,-1.556844907053735877e-02,-2.005818322561968639e-02,-1.192902905203181013e-02,-1.225185118666315132e-02
-2.484049701422864076e-01,8.689779211220050037e-04,1.160895394906907852e-03,-4.891434155598312072e-03,-3.609869564810498643e-03,8.012529917735954355e-01,-4.858337579840242559e-03,-3.660385511821462323e-03,-5.397442590439810450e-03,-1.913606327353392644e-03,-2.369194640610206709e-02,-1.946534314398977103e-02,-1.351297126034980978e-02,-2.595172226336178722e-03,-3.924361329675919718e-02,-6.414174932733149315e-03,-1.768843233954543043e-02
-1.282021855238432151e-01,2.917667728854710617e-03,-9.025339336870275009e-04,3.351006969841016647e-03,-3.166865222192283280e-03,-4.858337579840256437e-03,8.214358543907624988e-01,-8.691913635346479317e-03,-4.404898204720814059e-03,-1.952654804915103515e-02,-4.038749514617395037e-03,-4.523752779469040336e-03,-3.142553666225183714e-03,-2.886960893271141651e-02,-5.842083184536217555e-02,-5.117156113028675096e-02,-5.067083197108215864e-02
-3.244307606387300535e-01,3.324663248155584894e-03,-3.520356787294690037e-04,3.568668069803382359e-03,-3.307637050769668408e-03,-3.660385511821434568e-03,-8.691913635346479317e-03,7.997942406169704643e-01,-5.045208545043006199e-03,-2.896781552207520344e-02,-3.302304993837754804e-02,-1.276410814257029382e-02,-1.525970549653255653e-02,-5.460465902431021340e-02,-1.455795933990590776e-02,-6.733084907554590104e-02,-4.654888636435843691e-02
-3.837665460045816546e-01,1.136530173926966758e-03,3.543710168977254327e-04,-3.780164663433879801e-03,-4.106514598396560078e-03,-5.397442590439831267e-03,-4.404898204720814059e-03,-5.045208545043089465e-03,8.140581271843466693e-01,-8.759091642904631714e-02,-8.601846903415817647e-03,-3.652618537816380850e-02,-1.697989186528370276e-02,-5.193576825180526435e-02,-4.223509276979316163e-02,-5.271884852446762082e-02,-3.933033115201989283e-02
-7.152045814378502619e-01,7.810649989102441682e-04,7.858188423765233299e-04,-1.758642361833082091e-03,-6.740911378479989141e-03,-1.913606327353399583e-03,-1.952654804915103515e-02,-2.896781552207519650e-02,-8.759091642904633102e-02,3.509112053752437177e+00,-4.558021454961558305e-02,-5.543549052571739022e-02,-3.835149326015846460e-01,-2.409686173541164544e-01,-3.607765030956140428e-01,-4.729120459155082556e-02,-3.829722232222463885e-01
-8.826999849942575027e-01,1.210164273582985811e-03,-2.307472948489760339e-03,-5.616363012936021262e-03,-4.344599049318789707e-03,-2.369194640610206709e-02,-4.038749514617381159e-03,-3.302304993837756192e-02,-8.601846903415803769e-03,-4.558021454961569408e-02,3.405786769939446845e+00,-9.119152175354006129e-02,-1.806425961607510122e-01,-3.257368966406535837e-01,-1.884383065590908846e-01,-3.301173323169527829e-01,-6.036106617467448254e-01
